overall_qual,log_gr_liv_area,garage_area,total_bsmt_sf,neighborhood,exterior_1st,exterior_2nd,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,heating_qc,kitchen_qual,fireplace_qu,garage_finish,saleprice
7,7.275172319452771,577.0,1431.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,203000
8,7.940939762327791,750.0,1453.0,NoRidge,Wd Sdng,Wd Sdng,Gd,PConc,Ex,No,GLQ,Ex,Gd,Ex,RFn,302000
6,6.827629234502852,264.0,923.0,SawyerW,Plywood,Plywood,TA,CBlock,Gd,No,BLQ,TA,TA,TA,RFn,143000
8,7.804659297056102,683.0,1028.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,Fin,267000
4,7.109879463072272,530.0,0.0,NAmes,HdBoard,HdBoard,TA,Slab,No Basement,No,No Basement,TA,TA,No Fireplace,Unf,103000
6,7.198183577101943,405.0,1237.0,Mitchel,VinylSd,VinylSd,TA,PConc,Ex,No,GLQ,Ex,TA,No Fireplace,Fin,153500
5,7.438971592395862,611.0,1390.0,Sawyer,HdBoard,HdBoard,TA,CBlock,Gd,Gd,ALQ,TA,TA,TA,Fin,171000
4,7.419979923661835,288.0,1093.0,Edwards,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,Unf,TA,TA,No Fireplace,Unf,107000
6,6.858565034791365,288.0,952.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,Mn,Rec,Gd,TA,No Fireplace,Unf,128500
5,6.826545223556594,308.0,922.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,116000
5,7.026426808699636,484.0,1126.0,Mitchel,BrkFace,BrkFace,TA,CBlock,TA,No,ALQ,Fa,TA,Gd,RFn,160000
8,7.154615356913663,506.0,1280.0,StoneBr,HdBoard,HdBoard,Gd,PConc,Gd,Mn,Unf,Ex,Gd,No Fireplace,RFn,180000
5,6.81783057145415,368.0,914.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,Ex,Ex,No Fireplace,RFn,133000
7,7.221105098182496,784.0,1288.0,Mitchel,MetalSd,MetalSd,TA,PConc,Gd,Gd,GLQ,Gd,TA,No Fireplace,Fin,215000
6,7.309212365692763,213.0,771.0,Crawfor,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,BLQ,Fa,Gd,Gd,Unf,177500
8,7.335633981927201,484.0,1524.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Gd,Gd,Gd,Fin,215000
5,7.366445148327599,250.0,952.0,BrkSide,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,LwQ,TA,TA,Gd,Unf,150000
7,8.07775756373692,594.0,1673.0,SawyerW,Plywood,Plywood,TA,PConc,Gd,Mn,GLQ,Gd,Gd,TA,Unf,320000
6,7.323830566202317,472.0,1516.0,NAmes,HdBoard,Plywood,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,RFn,167000
5,6.939253946041508,260.0,0.0,Edwards,Wd Sdng,Wd Sdng,TA,Slab,No Basement,No,No Basement,TA,TA,TA,Unf,125000
3,7.370230641807081,0.0,448.0,OldTown,MetalSd,MetalSd,TA,BrkTil,Fa,No,Unf,Gd,TA,No Fireplace,No Garage,65000
7,7.182352111885263,440.0,1316.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,Gd,Fin,200141
7,7.331714969726466,480.0,1528.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,TA,Unf,235876
5,7.681560362559537,576.0,760.0,IDOTRR,AsbShng,AsbShng,TA,BrkTil,TA,No,Unf,Ex,Gd,No Fireplace,Unf,123000
5,7.259819610363186,288.0,806.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,BLQ,TA,TA,TA,Unf,137500
4,6.897704943128636,0.0,990.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,TA,No Fireplace,No Garage,123600
6,7.188412736496954,440.0,1088.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Rec,Ex,TA,TA,RFn,160000
6,7.432483807917119,463.0,924.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Ex,TA,TA,RFn,181000
5,6.715383386334681,720.0,825.0,OldTown,MetalSd,MetalSd,TA,CBlock,TA,No,LwQ,TA,TA,No Fireplace,RFn,125000
6,7.349873704738337,441.0,727.0,NWAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Ex,TA,No Fireplace,Unf,154000
6,7.493873886783559,616.0,1152.0,Mitchel,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,Fa,Fin,231000
5,6.962243464266207,304.0,1056.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,No,BLQ,Ex,TA,Fa,Unf,142000
10,8.190908881182514,840.0,1107.0,OldTown,Wd Sdng,Wd Sdng,Gd,BrkTil,TA,Mn,Unf,Ex,Ex,TA,Unf,475000
8,7.48324441607385,495.0,1573.0,Crawfor,CemntBd,CmentBd,Gd,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,375000
4,6.761572768804055,0.0,864.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,TA,TA,Po,No Garage,115000
7,7.107425474110705,400.0,1221.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,185000
6,6.762729506931879,216.0,660.0,Edwards,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,LwQ,TA,TA,Gd,Unf,108500
7,7.109062135687172,480.0,600.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,147400
7,7.280697195384741,506.0,691.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,Unf,156000
5,7.176254532017144,400.0,880.0,IDOTRR,HdBoard,HdBoard,TA,BrkTil,TA,No,Unf,Gd,TA,No Fireplace,Unf,120000
7,7.2254814727822945,400.0,384.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,No Fireplace,Fin,167000
7,7.315883504509785,437.0,1346.0,Blmngtn,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,Fin,191000
6,7.232733136177615,390.0,384.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Gd,TA,TA,Fin,161500
5,7.252053951852814,310.0,1204.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,Av,Rec,TA,TA,TA,RFn,130000
5,6.877296071497429,624.0,970.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,GLQ,TA,TA,No Fireplace,Unf,132500
5,6.806829360392176,912.0,864.0,Sawyer,HdBoard,HdBoard,TA,PConc,Gd,Av,ALQ,Ex,Gd,No Fireplace,Unf,144000
5,7.711101251840158,579.0,0.0,Edwards,Plywood,Plywood,TA,Slab,No Basement,No,No Basement,TA,TA,No Fireplace,Fin,141000
4,6.774223886357614,728.0,385.0,CollgCr,Plywood,Plywood,TA,CBlock,TA,No,Rec,Gd,Gd,No Fireplace,Unf,117000
6,6.625392368007956,0.0,520.0,IDOTRR,Wd Sdng,Wd Sdng,TA,CBlock,TA,Av,GLQ,Gd,TA,No Fireplace,No Garage,84500
4,7.416378479192928,529.0,1364.0,ClearCr,Plywood,Plywood,TA,CBlock,Gd,Gd,BLQ,Ex,Gd,Gd,Fin,256000
5,6.829793737512425,429.0,925.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,No,BLQ,Ex,TA,No Fireplace,Unf,117500
5,7.176254532017144,256.0,728.0,Crawfor,MetalSd,MetalSd,Gd,BrkTil,TA,No,Rec,Ex,TA,TA,Unf,160000
5,7.226209010100671,323.0,1240.0,Sawyer,BrkFace,BrkFace,TA,CBlock,TA,No,Rec,Gd,TA,Gd,Unf,187000
8,7.776954403322442,818.0,1317.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Gd,Gd,Fin,350000
5,7.491087593534876,480.0,896.0,NAmes,VinylSd,VinylSd,TA,CBlock,Gd,Mn,Unf,TA,TA,No Fireplace,Unf,133000
8,7.80954132465341,650.0,2418.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Ex,Ex,Fin,417500
7,7.358193752733032,660.0,1386.0,Blmngtn,VinylSd,VinylSd,Gd,PConc,Gd,No,ALQ,Ex,Gd,TA,RFn,175900
9,7.426549072397305,1138.0,1555.0,CollgCr,VinylSd,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,323262
7,7.198183577101943,531.0,1337.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,No Fireplace,RFn,185000
6,6.704414354964107,240.0,816.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,BLQ,Ex,TA,Fa,Unf,129800
7,7.340186835320115,532.0,1541.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Gd,Mn,BLQ,Ex,Gd,Gd,RFn,220000
4,7.360739903058278,240.0,884.0,BrkSide,AsbShng,AsbShng,TA,BrkTil,TA,No,Unf,Ex,Gd,No Fireplace,Unf,133000
4,7.2868764117507,384.0,832.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,133500
6,7.6246189861593985,776.0,1958.0,Mitchel,Plywood,Plywood,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,170000
6,7.403670290012373,392.0,903.0,Gilbert,HdBoard,HdBoard,TA,PConc,Gd,No,Unf,Gd,TA,TA,RFn,168000
6,7.293017679772782,624.0,738.0,OldTown,Wd Sdng,Wd Sdng,TA,CBlock,Fa,No,Rec,Ex,TA,No Fireplace,Unf,140750
6,7.740229524763182,482.0,938.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Ex,TA,TA,Fin,204000
7,7.618251097876695,434.0,884.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,Fin,222500
5,6.906754778648554,300.0,925.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,Av,BLQ,TA,TA,No Fireplace,Unf,134500
8,7.228388451573604,540.0,1378.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,Gd,Fin,214000
5,7.0192966537150445,410.0,793.0,OldTown,MetalSd,MetalSd,TA,CBlock,Gd,Mn,Rec,TA,TA,Gd,Unf,119900
4,7.272398392570047,0.0,1440.0,Edwards,VinylSd,VinylSd,TA,CBlock,TA,No,ALQ,TA,Fa,No Fireplace,No Garage,118000
5,7.033506484287697,254.0,1010.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Rec,Ex,TA,No Fireplace,RFn,135000
6,7.521859252201629,370.0,833.0,BrkSide,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,Unf,Gd,Gd,Gd,Unf,207000
6,7.434847875211999,576.0,1181.0,SWISU,MetalSd,MetalSd,TA,PConc,TA,No,Rec,Fa,TA,Gd,Unf,136500
4,6.803505257608338,281.0,901.0,OldTown,MetalSd,MetalSd,TA,CBlock,TA,No,Unf,Ex,TA,No Fireplace,Unf,107900
6,7.25063551189868,528.0,861.0,BrkSide,VinylSd,VinylSd,TA,BrkTil,TA,No,LwQ,Gd,TA,Gd,Unf,126000
6,7.412160334945205,528.0,1080.0,NAmes,BrkFace,Plywood,TA,CBlock,TA,Gd,BLQ,Fa,TA,Gd,Fin,215000
10,7.754481547470383,846.0,1682.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,Av,GLQ,Ex,Ex,Ex,Fin,426000
5,7.014814351275545,264.0,1113.0,NAmes,MetalSd,MetalSd,Gd,CBlock,TA,No,ALQ,Gd,Gd,Gd,Unf,147000
6,7.116394144093465,440.0,816.0,Crawfor,Stucco,Stucco,Gd,BrkTil,TA,No,Unf,Ex,Gd,Gd,Unf,147500
9,7.575584651557793,706.0,1950.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,383000
7,7.534762657037537,604.0,1845.0,NWAmes,Wd Sdng,Wd Sdng,TA,CBlock,Gd,Av,GLQ,Gd,TA,TA,Fin,241500
6,7.142036574706803,400.0,676.0,Crawfor,Wd Sdng,Wd Shng,TA,BrkTil,Gd,No,Unf,Ex,TA,No Fireplace,Unf,147500
8,7.824046010856292,683.0,1168.0,StoneBr,VinylSd,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,355000
5,6.664409020350408,0.0,784.0,BrkSide,MetalSd,MetalSd,TA,BrkTil,TA,No,ALQ,Gd,Gd,No Fireplace,No Garage,109500
2,6.416732282512326,308.0,0.0,OldTown,MetalSd,MetalSd,TA,BrkTil,No Basement,No,No Basement,Fa,TA,No Fireplace,Unf,45000
7,7.784473235736469,349.0,1032.0,ClearCr,MetalSd,MetalSd,TA,CBlock,TA,Mn,Unf,Ex,TA,TA,Unf,244400
6,7.404887575616125,418.0,1416.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,No,GLQ,TA,TA,Gd,Fin,167000
7,7.455298485683291,542.0,860.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Fin,200000
5,6.778784897685177,180.0,830.0,SWISU,Wd Sdng,Wd Shng,TA,BrkTil,TA,No,Unf,Gd,TA,No Fireplace,Unf,80000
5,6.761572768804055,572.0,864.0,Edwards,WdShing,Plywood,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,115000
6,7.086737934510577,297.0,1196.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,Gd,No,LwQ,Gd,TA,Gd,RFn,139000
6,7.24422751560335,440.0,672.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,TA,TA,TA,Fin,149500
4,7.31986492980897,296.0,755.0,Edwards,MetalSd,MetalSd,TA,CBlock,TA,Mn,Unf,TA,TA,Gd,Unf,108000
4,7.165493475060845,0.0,0.0,OldTown,MetalSd,MetalSd,TA,BrkTil,No Basement,No,No Basement,TA,TA,No Fireplace,No Garage,106250
7,7.122866658599083,826.0,1240.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,No Fireplace,RFn,194000
5,6.895682697747868,624.0,988.0,Sawyer,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,LwQ,Ex,TA,No Fireplace,Unf,129500
5,7.352441100243583,792.0,1560.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,126000
5,7.221105098182496,195.0,1078.0,Edwards,MetalSd,MetalSd,TA,CBlock,Fa,Mn,Rec,TA,TA,No Fireplace,RFn,120000
7,7.302496423727326,606.0,1473.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,RFn,213000
8,7.111512116496157,484.0,1226.0,Greens,Wd Sdng,Wd Sdng,Gd,CBlock,Gd,Gd,GLQ,TA,Gd,Fa,Fin,190000
6,7.063903961472068,402.0,1160.0,Gilbert,HdBoard,HdBoard,TA,PConc,Gd,No,GLQ,Gd,TA,TA,Fin,183500
7,7.409136443920128,276.0,725.0,NAmes,Plywood,Plywood,TA,CBlock,TA,Av,Rec,TA,TA,TA,Unf,172000
4,6.704414354964107,288.0,816.0,Edwards,MetalSd,MetalSd,TA,CBlock,TA,Mn,ALQ,Ex,TA,Gd,Unf,100000
7,7.355001921105257,814.0,1564.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,218836
6,7.555905093611346,672.0,482.0,OldTown,Wd Sdng,Wd Sdng,TA,BrkTil,Fa,No,Unf,Ex,TA,TA,Unf,163000
7,7.329749689041512,534.0,1510.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,Gd,RFn,206580
6,7.283448228756631,390.0,728.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,Fin,163990
5,7.1929342212158,390.0,396.0,IDOTRR,AsbShng,Plywood,Fa,BrkTil,Fa,No,Unf,Gd,TA,No Fireplace,Unf,116500
7,7.450079569807499,400.0,840.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,Fin,188000
5,7.154615356913663,432.0,793.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,Av,GLQ,Ex,TA,TA,Fin,175000
8,7.072421900537371,480.0,1166.0,StoneBr,CemntBd,CmentBd,Gd,CBlock,Gd,Gd,GLQ,Gd,TA,No Fireplace,RFn,182000
5,6.866933284461882,576.0,850.0,OldTown,MetalSd,MetalSd,Gd,BrkTil,TA,No,Unf,TA,TA,No Fireplace,RFn,103000
10,7.87587915949631,804.0,2633.0,NoRidge,VinylSd,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,RFn,466500
6,6.895682697747868,297.0,988.0,NAmes,MetalSd,MetalSd,Gd,CBlock,TA,No,ALQ,TA,Gd,No Fireplace,Unf,149500
7,6.961296045910167,319.0,1061.0,NPkVill,Plywood,Brk Cmn,TA,CBlock,Gd,No,GLQ,TA,TA,No Fireplace,Unf,142500
5,7.259819610363186,352.0,1290.0,Crawfor,Stucco,Plywood,TA,PConc,TA,Mn,BLQ,TA,TA,No Fireplace,Unf,136500
6,7.1853870155804165,484.0,630.0,Landmrk,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,TA,No Fireplace,Unf,137000
7,7.431299675155903,528.0,1675.0,NWAmes,Plywood,Wd Sdng,Gd,CBlock,Gd,Mn,GLQ,Ex,Ex,Ex,RFn,226500
7,7.201170883281678,506.0,1300.0,Gilbert,HdBoard,HdBoard,TA,PConc,Gd,Gd,GLQ,Gd,Gd,Po,Unf,171500
5,6.860663671448287,576.0,911.0,CollgCr,MetalSd,MetalSd,TA,CBlock,TA,Av,ALQ,Gd,TA,No Fireplace,Unf,132500
3,6.946975992135418,400.0,0.0,NAmes,Stucco,Stucco,TA,Slab,No Basement,No,No Basement,Fa,TA,No Fireplace,Unf,87500
7,7.489412083508719,546.0,858.0,Somerst,VinylSd,VinylSd,TA,PConc,TA,No,GLQ,Ex,TA,TA,Fin,223000
6,7.337587743538596,462.0,1319.0,NAmes,Wd Sdng,Wd Sdng,Gd,CBlock,TA,No,Unf,TA,Gd,Gd,RFn,174000
5,6.784457062637643,270.0,884.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Ex,TA,No Fireplace,Fin,142000
8,7.305860032684009,776.0,1489.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,RFn,232600
6,7.1770187659099,484.0,1040.0,NWAmes,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,Fa,Gd,Fa,RFn,181000
6,7.83241092718792,576.0,942.0,MeadowV,CemntBd,CmentBd,TA,CBlock,Gd,No,ALQ,Gd,TA,Gd,Fin,151400
8,7.3987862754199485,866.0,1626.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,RFn,250000
7,7.446585099157725,496.0,980.0,NWAmes,HdBoard,HdBoard,TA,CBlock,Gd,No,GLQ,TA,TA,TA,Unf,196500
7,7.805474625270857,576.0,819.0,OldTown,Wd Sdng,Wd Sdng,TA,PConc,TA,No,Unf,TA,TA,Gd,Unf,185000
6,7.103322062526113,336.0,1216.0,NWAmes,HdBoard,HdBoard,TA,CBlock,TA,Av,BLQ,TA,TA,No Fireplace,Unf,113000
8,7.257707677160043,567.0,1419.0,StoneBr,MetalSd,MetalSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,Gd,RFn,392000
6,6.887552571664617,0.0,945.0,Edwards,WdShing,Plywood,TA,CBlock,Gd,Gd,GLQ,TA,TA,No Fireplace,No Garage,127500
6,7.360739903058278,440.0,756.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,Unf,177000
6,7.8009820712577405,744.0,1158.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,Gd,RFn,265000
8,7.767263996757308,1105.0,1220.0,Somerst,VinylSd,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Gd,TA,RFn,312500
10,7.928406026180535,880.0,1237.0,OldTown,Wd Sdng,Wd Sdng,Ex,BrkTil,TA,No,Unf,Gd,Gd,Gd,Unf,325000
8,7.607878073278507,864.0,2014.0,Veenker,VinylSd,VinylSd,Gd,CBlock,Gd,Gd,ALQ,Gd,Gd,Gd,RFn,275000
7,7.832014180505469,721.0,1203.0,NoRidge,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,RFn,290000
6,7.309212365692763,461.0,1208.0,Sawyer,Plywood,Plywood,TA,CBlock,TA,Gd,BLQ,Ex,TA,Fa,Fin,169000
5,6.423246963533519,205.0,616.0,BrkSide,Wd Sdng,Wd Shng,TA,CBlock,TA,No,LwQ,Gd,TA,No Fireplace,Unf,89000
6,7.289610521451167,393.0,789.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Gd,TA,Gd,Fin,180400
5,6.815639990074331,275.0,912.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Rec,Ex,TA,No Fireplace,RFn,114500
7,7.347299700743164,782.0,1552.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,RFn,212900
7,7.265429723253953,605.0,1413.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,187100
6,7.284820912568604,440.0,729.0,Somerst,MetalSd,MetalSd,TA,PConc,Gd,No,GLQ,Gd,TA,Fa,Unf,176000
6,7.305188215393037,552.0,1488.0,Crawfor,HdBoard,BrkFace,TA,PConc,Gd,No,BLQ,Ex,TA,Gd,RFn,215000
7,7.366445148327599,520.0,770.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,185900
4,6.761572768804055,660.0,864.0,NAmes,HdBoard,Plywood,TA,CBlock,TA,No,ALQ,TA,Gd,No Fireplace,Unf,120500
5,7.516433302915632,372.0,732.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,TA,Gd,Fin,192140
5,6.704414354964107,264.0,816.0,Mitchel,VinylSd,VinylSd,Gd,CBlock,TA,No,ALQ,Ex,Gd,Ex,Unf,130500
4,7.332369205929062,240.0,0.0,Edwards,WdShing,Wd Shng,TA,Slab,No Basement,No,No Basement,TA,TA,No Fireplace,Unf,98000
9,7.730174795246222,1348.0,2271.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Ex,Gd,RFn,475000
5,6.981934677156389,338.0,961.0,IDOTRR,MetalSd,MetalSd,TA,BrkTil,Fa,No,Unf,Gd,TA,No Fireplace,Unf,67000
8,7.678326356506885,789.0,1582.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Ex,Gd,Fin,325624
7,7.25063551189868,576.0,1409.0,Mitchel,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,RFn,245000
5,7.01571242048723,576.0,1114.0,SawyerW,VinylSd,VinylSd,TA,PConc,TA,No,GLQ,Ex,Gd,No Fireplace,Unf,159000
5,6.9782137426306985,515.0,1073.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,RFn,156000
10,7.784057002639929,672.0,3094.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,555000
6,7.116394144093465,516.0,1232.0,Veenker,Plywood,Plywood,TA,PConc,Gd,No,BLQ,TA,TA,No Fireplace,Unf,162500
6,7.272398392570047,920.0,1344.0,SawyerW,HdBoard,HdBoard,Gd,PConc,Gd,Av,LwQ,Gd,Gd,No Fireplace,Unf,224500
6,7.305188215393037,738.0,1488.0,Gilbert,AsbShng,AsbShng,TA,CBlock,TA,No,Unf,Gd,TA,TA,RFn,133000
7,7.319202458767849,393.0,783.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,Fin,180000
5,6.739336627357174,264.0,845.0,Mitchel,HdBoard,Plywood,TA,CBlock,TA,No,GLQ,Gd,Gd,No Fireplace,Unf,134500
10,7.987864096085687,641.0,1410.0,StoneBr,VinylSd,VinylSd,Ex,PConc,Ex,Gd,Unf,Ex,Gd,Gd,Fin,438780
6,7.266128779556451,296.0,1099.0,NAmes,Plywood,Plywood,TA,CBlock,Gd,Gd,GLQ,Gd,TA,Gd,RFn,165000
5,6.79346613258001,288.0,892.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,No,BLQ,TA,TA,No Fireplace,RFn,100000
7,7.192182058713246,441.0,1329.0,NAmes,Plywood,Plywood,TA,CBlock,TA,No,BLQ,Gd,TA,Gd,Unf,176000
5,7.483806687665835,454.0,1763.0,Sawyer,Wd Sdng,Plywood,TA,CBlock,TA,Mn,ALQ,TA,TA,Gd,Unf,170000
7,7.349230824613334,660.0,1373.0,Blmngtn,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,TA,Fin,174000
6,7.119635638017636,384.0,768.0,IDOTRR,Stucco,Stucco,TA,PConc,TA,No,Rec,TA,TA,Gd,Unf,127000
7,7.409136443920128,450.0,831.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Ex,TA,TA,Fin,185900
5,6.786716950605081,273.0,190.0,OldTown,MetalSd,MetalSd,TA,BrkTil,Fa,No,Unf,Gd,TA,No Fireplace,Unf,91300
6,7.438383530044307,544.0,1682.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,RFn,200000
6,7.520776415062797,315.0,1040.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,Mn,Rec,Ex,TA,Gd,Unf,143000
5,7.560080465021827,451.0,1052.0,Sawyer,MetalSd,MetalSd,Gd,CBlock,TA,No,ALQ,Ex,Gd,Gd,Unf,172500
4,6.992096427415888,520.0,1088.0,Edwards,VinylSd,VinylSd,TA,CBlock,TA,No,BLQ,TA,TA,No Fireplace,Unf,110000
4,7.216709486709457,768.0,1040.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,BLQ,TA,TA,Gd,RFn,140000
6,7.180831199044556,440.0,1314.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Gd,Gd,Gd,RFn,176432
6,7.165493475060845,496.0,1278.0,SawyerW,HdBoard,HdBoard,TA,CBlock,Gd,No,GLQ,Gd,Gd,No Fireplace,RFn,179200
7,7.149916836132109,508.0,1274.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,203000
7,7.4318919168078,954.0,1689.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,No Fireplace,RFn,248328
9,7.403061091090091,885.0,1641.0,Timber,CemntBd,CmentBd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,No Fireplace,Fin,316500
